regional,codigo_regional,distrito,distrito_id,uf,cidade,codigo_ibge,latitude,longitude,area_soja_ha
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,ALMIRANTE TAMANDARÉ DO SUL,4300471,-28.1149,-52.9142,16100
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,ALPESTRE,4300505,-27.2502,-53.0341,2000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,BARRA FUNDA,4301958,-27.9205,-53.0391,3515
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,BOA VISTA DAS MISSÕES,4302154,-27.6671,-53.3102,14800
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,CAIÇARA,4303400,-27.2791,-53.4257,4200
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,CERRO GRANDE,4305157,-27.6106,-53.1672,3100
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,CHAPADA,4305306,-28.0559,-53.0665,45000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,CONSTANTINA,4305801,-27.732,-52.9938,12500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,CRISTAL DO SUL,4306072,-27.452,-53.2422,4980
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,DOIS IRMÃOS DAS MISSÕES,4306429,-27.6621,-53.5304,15500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,ENGENHO VELHO,4306924,-27.706,-52.9145,3500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,ENTRE RIOS DO SUL,4306957,-27.5298,-52.7347,5500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,ERVAL SECO,4307302,-27.5443,-53.5005,15800
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,FREDERICO WESTPHALEN,4308508,-27.3586,-53.3958,7800
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,GRAMADO DOS LOUREIROS,4309126,-27.4429,-52.9149,6100
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,IRAÍ,4310504,-27.1951,-53.2543,5500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,JABOTICABA,4310850,-27.6347,-53.2762,6300
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,LAJEADO DO BUGRE,4311429,-27.6913,-53.1818,3000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,LIBERATO SALZANO,4311601,-27.601,-53.0753,7450
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,NONOAI,4312708,-27.3689,-52.7756,15500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,NOVA BOA VISTA,4312955,-27.9926,-52.9784,4500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,NOVO BARREIRO,4313490,-27.9077,-53.1103,5000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,NOVO TIRADENTES,4313441,-27.5649,-53.1837,2600
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,NOVO XINGU,4313466,-27.749,-53.0639,3500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,PALMITINHO,4313805,-27.3596,-53.558,650
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,PINHEIRINHO DO VALE,4314498,-27.2109,-53.608,1000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,PLANALTO,4314704,-27.3297,-53.0575,3000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,PONTÃO,4314779,-28.0585,-52.6791,33500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,RIO DOS ÍNDIOS,4315552,-27.2973,-52.8417,8400
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,RODEIO BONITO,4315909,-27.4742,-53.1706,3600
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,RONDA ALTA,4316105,-27.7758,-52.8056,26000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,RONDINHA,4316204,-27.8315,-52.9081,12107
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,SAGRADA FAMÍLIA,4316428,-27.7085,-53.1351,3000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,SÃO JOSÉ DAS MISSÕES,4318457,-27.7789,-53.1226,4500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,SÃO PEDRO DAS MISSÕES,4319364,-27.7706,-53.2513,5500
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,SARANDI,4320107,-27.942,-52.9231,18210
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,SEBERI,4320206,-27.4829,-53.4026,11880
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,TAQUARUÇU DO SUL,4321329,-27.4005,-53.4702,2800
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,TRÊS PALMEIRAS,4321857,-27.6139,-52.8437,9000
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,TRINDADE DO SUL,4321956,-27.5239,-52.8956,11200
RS SOJA,RSSO,SARANDI-SOJA,sarandi_soja,RS,VICENTE DUTRA,4323101,-27.1607,-53.4022,5500
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,SP,GUAÍRA,3517406,-20.3196,-48.312,27000
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,SP,SALTO DE PIRAPORA,3545308,-23.6474,-47.5743,900
