regional,codigo_regional,distrito,distrito_id,uf,cidade,codigo_ibge,latitude,longitude,area_soja_ha
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,NOVA ESPERANÇA DO SUL,4313037,-29.4066,-54.8293,4500
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,PEJUÇARA,4314308,-28.4283,-53.6579,29400
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,PINHAL GRANDE,4314472,-29.345,-53.3206,21350
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,QUEVEDOS,4315321,-29.3504,-54.0789,30000
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,SANTIAGO,4317400,-29.1897,-54.8666,57281
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,SÃO FRANCISCO DE ASSIS,4318101,-29.5547,-55.1253,57000
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,SÃO MARTINHO DA SERRA,4319125,-29.5397,-53.859,35500
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,SÃO MIGUEL DAS MISSÕES,4319158,-28.556,-54.5559,74200
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,TUPANCIRETÃ,4322202,-29.0858,-53.8445,147919
RS SOJA,RSSO,JULIO DE CASTILHOS-SOJA,julio_de_castilhos_soja,RS,VITÓRIA DAS MISSÕES,4323754,-28.3516,-54.504,10450
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,ANDRÉ DA ROCHA,4300661,-28.6283,-51.5797,12000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,BOM JESUS,4302303,-28.6697,-50.4295,15000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,CAMPESTRE DA SERRA,4303673,-28.7926,-51.0941,4150
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,CAPÃO BONITO DO SUL,4304622,-28.1254,-51.3961,26000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,CASCA,4304903,-28.5605,-51.9815,9000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,CASEIROS,4304952,-28.2582,-51.6861,8200
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,CIRÍACO,4305504,-28.3419,-51.8741,13000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,DAVID CANABARRO,4306304,-28.3849,-51.8482,5500
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,ESMERALDA,4307401,-28.0518,-51.1933,32000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,GARIBALDI,4308607,-29.259,-51.5352,0
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,GUABIJU,4309258,-28.5421,-51.6948,6000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,GUAPORÉ,4309407,-28.8399,-51.8895,4000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,IBIRAIARAS,4309902,-28.3741,-51.6377,12000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,IPÊ,4310439,-28.8171,-51.2859,7700
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,ITAPUCA,4310579,-28.7768,-52.1693,6000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,LAGOA VERMELHA,4311304,-28.2093,-51.5248,49000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,MONTAURI,4312351,-28.6462,-52.0767,3300
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,MUITOS CAPÕES,4312617,-28.3132,-51.1836,53700
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,MULITERNO,4312625,-28.3253,-51.7697,3900
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,NOVA ARAÇÁ,4312807,-28.6537,-51.7458,650
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,NOVA PRATA,4313300,-28.7799,-51.6113,3500
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,PARAÍ,4314001,-28.5964,-51.7896,1500
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,PINHAL DA SERRA,4314464,-27.8751,-51.1673,7800
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,PROTÁSIO ALVES,4315172,-28.7572,-51.4757,2230
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,SÃO DOMINGOS DO SUL,4318051,-28.5312,-51.886,2300
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,SÃO FRANCISCO DE PAULA,4318200,-29.4404,-50.5828,7600
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,SÃO JORGE,4318440,-28.4984,-51.7064,1800
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,SÃO JOSÉ DOS AUSENTES,4318622,-28.7476,-50.0677,300
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,SERAFINA CORRÊA,4320404,-28.7126,-51.9352,3650
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,UNIÃO DA SERRA,4322350,-28.7833,-52.0238,2800
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,VACARIA,4322509,-28.5079,-50.9418,68000
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,VANINI,4322558,-28.4758,-51.8447,1980
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,VERANÓPOLIS,4322806,-28.9312,-51.5516,1500
RS SOJA,RSSO,LAGOA VERMELHA-SOJA,lagoa_vermelha_soja,RS,VISTA ALEGRE DO PRATA,4323606,-28.8052,-51.7947,1350
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,ÁGUA SANTA,4300059,-28.1672,-52.031,14200
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,CAMARGO,4303558,-28.588,-52.2003,6750
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,CHARRUA,4305371,-27.9493,-52.015,10000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,COXILHA,4305975,-28.128,-52.3023,32000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,GENTIL,4308854,-28.4316,-52.0337,10500
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,IBIAÇÁ,4309803,-28.0566,-51.8599,20000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,MARAU,4311809,-28.4498,-52.1986,39500
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,MATO CASTELHANO,4312138,-28.28,-52.1932,11000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,NOVA ALVORADA,4312757,-28.6822,-52.1631,5150
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,PASSO FUNDO,4314100,-28.2576,-52.4091,41000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,SANANDUVA,4316600,-27.947,-51.8079,23400
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,SANTA CECÍLIA DO SUL,4316733,-28.1609,-51.9279,9930
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,SANTO ANTÔNIO DO PALMA,4317558,-28.4956,-52.0267,4000
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,TAPEJARA,4320909,-28.0652,-52.0097,14720
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,VILA LÂNGARO,4323358,-28.1062,-52.1438,9420
RS SOJA,RSSO,PASSO FUNDO-SOJA,passo_fundo_soja,RS,VILA MARIA,4323408,-28.5359,-52.1486,8500
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,ACEGUÁ,4300034,-31.8665,-54.1615,32000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,ARROIO GRANDE,4301305,-32.2327,-53.0862,59460
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,BAGÉ,4301602,-31.3297,-54.0999,42000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,CANDIOTA,4304358,-31.5516,-53.6773,20000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,CANGUÇU,4304507,-31.396,-52.6783,62000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,CAPÃO DO LEÃO,4304663,-31.7565,-52.4889,11000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,DOM PEDRITO,4306601,-30.9756,-54.6694,120000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,JAGUARÃO,4311007,-32.5604,-53.377,45000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,PEDRAS ALTAS,4314175,-31.7365,-53.5814,48500
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,PELOTAS,4314407,-31.7649,-52.3371,28372
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,PINHEIRO MACHADO,4314506,-31.5794,-53.3798,12000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,PIRATINI,4314605,-31.4473,-53.0973,50000
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,SANTA VITÓRIA DO PALMAR,4317301,-33.525,-53.3717,51989
RS SOJA,RSSO,PELOTAS-SOJA,pelotas_soja,RS,TURUÇU,4322327,-31.4173,-52.1706,5500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,ANTA GORDA,4300703,-28.9698,-52.0102,700
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,ARVOREZINHA,4301404,-28.8737,-52.1781,1850
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,BARRA DO RIBEIRO,4301909,-30.2939,-51.3014,9622
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,BUTIÁ,4302709,-30.1179,-51.9601,13500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CAMAQUÃ,4303509,-30.8489,-51.8043,32000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CANDELÁRIA,4304200,-29.6684,-52.7895,19800
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CANOAS,4304606,-29.9128,-51.1857,150
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CAPIVARI DO SUL,4304671,-30.1383,-50.5152,8900
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CRISTAL,4306056,-31.0046,-52.0436,17000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,CRUZEIRO DO SUL,4306205,-29.5148,-51.9928,3650
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,ELDORADO DO SUL,4306767,-30.0847,-51.6187,3500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,ENCANTADO,4306809,-29.2351,-51.8703,400
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,ESTRELA,4307807,-29.5002,-51.9495,2500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,GENERAL CÂMARA,4308805,-29.9032,-51.7612,11000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,LAJEADO,4311403,-29.4591,-51.9644,650
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,MINAS DO LEÃO,4312252,-30.1346,-52.0423,12500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,PALMARES DO SUL,4313656,-30.2535,-50.5103,7500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,PASSO DO SOBRADO,4314076,-29.748,-52.2748,10500
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,PORTO ALEGRE,4314902,-30.0318,-51.2065,450
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,RIO GRANDE,4315602,-32.0349,-52.1071,16672
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,SANTA CRUZ DO SUL,4316808,-29.722,-52.4343,3200
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,SANTO ANTÔNIO DA PATRULHA,4317608,-29.8268,-50.5175,11000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,SÃO LOURENÇO DO SUL,4318804,-31.3564,-51.9715,50000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,TEUTÔNIA,4321451,-29.4482,-51.8044,700
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,VALE VERDE,4322525,-29.7864,-52.1857,10000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,VENÂNCIO AIRES,4322608,-29.6143,-52.1932,6800
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,VERA CRUZ,4322707,-29.7184,-52.5152,1000
RS SOJA,RSSO,PORTO ALEGRE-SOJA,porto_alegre_soja,RS,VIAMÃO,4323002,-30.0819,-51.0194,10500
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,AGUDO,4300109,-29.6447,-53.2515,1500
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,CAÇAPAVA DO SUL,4302808,-30.5144,-53.4827,40000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,CACEQUI,4302907,-29.8883,-54.822,41000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,CACHOEIRA DO SUL,4303004,-30.033,-52.8928,104822
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,DILERMANDO DE AGUIAR,4306379,-29.7054,-54.2122,29000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,DONA FRANCISCA,4306700,-29.6195,-53.3617,720
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,ENCRUZILHADA DO SUL,4306908,-30.543,-52.5204,53000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,FAXINAL DO SOTURNO,4308003,-29.5788,-53.4484,1900
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,FORMIGUEIRO,4308409,-30.0035,-53.4959,14000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,ITAARA,4310538,-29.6013,-53.7725,3100
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,MATA,4312104,-29.5649,-54.4641,3500
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,NOVA PALMA,4313102,-29.471,-53.4689,10300
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,NOVO CABRAIS,4313391,-29.7338,-52.9489,6700
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,PANTANO GRANDE,4313953,-30.1902,-52.3729,21900
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,RESTINGA SÊCA,4315503,-29.8188,-53.3807,26250
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,RIO PARDO,4315701,-29.988,-52.3711,73370
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SANTA MARIA,4316907,-29.6868,-53.8149,50000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SANTANA DA BOA VISTA,4317004,-30.8697,-53.11,30000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SÃO JOÃO DO POLÊSINE,4318432,-29.6194,-53.4439,700
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SÃO PEDRO DO SUL,4319406,-29.6202,-54.1855,20000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SÃO SEPÉ,4319604,-30.1643,-53.5603,73500
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,SÃO VICENTE DO SUL,4319802,-29.6882,-54.6826,35000
RS SOJA,RSSO,SANTA MARIA-SOJA,santa_maria_soja,RS,TOROPI,4321493,-29.4782,-54.2244,2550
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,ALECRIM,4300307,-27.6579,-54.7649,2405
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,ALEGRIA,4300455,-27.8345,-54.0557,7660
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,BOA VISTA DO BURICÁ,4302204,-27.6693,-54.1082,2350
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,BOM PROGRESSO,4302378,-27.5399,-53.8716,4400
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,BRAGA,4302600,-27.6173,-53.7405,8000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,CAMPINA DAS MISSÕES,4303707,-27.9888,-54.8416,6000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,CAMPO NOVO,4304002,-27.6792,-53.8052,10900
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,CÂNDIDO GODÓI,4304309,-27.9515,-54.7517,9500
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,CORONEL BICACO,4305900,-27.7197,-53.7022,34000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,CRISSIUMAL,4306007,-27.4999,-54.0994,13500
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,DERRUBADAS,4306320,-27.2642,-53.8645,10000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,DOUTOR MAURÍCIO CARDOSO,4306734,-27.5103,-54.3577,13780
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,GIRUÁ,4309001,-28.0297,-54.3517,62000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,HORIZONTINA,4309605,-27.6282,-54.3053,12000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,HUMAITÁ,4309704,-27.5691,-53.9695,7150
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,INDEPENDÊNCIA,4310405,-27.8354,-54.1886,22000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,INHACORÁ,4310413,-27.8752,-54.015,7200
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,MIRAGUAÍ,4312302,-27.497,-53.6891,5400
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,NOVA CANDELÁRIA,4313011,-27.6137,-54.1074,2800
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,NOVO MACHADO,4313425,-27.5765,-54.5036,11680
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,PALMEIRA DAS MISSÕES,4313706,-27.9007,-53.3134,110000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,PORTO LUCENA,4315008,-27.8569,-55.01,4500
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,PORTO MAUÁ,4315057,-27.5796,-54.6657,3300
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,REDENTORA,4315404,-27.664,-53.6407,13000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SANTA ROSA,4317202,-27.8702,-54.4796,20064
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SANTO AUGUSTO,4317806,-27.8526,-53.7776,33300
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SANTO CRISTO,4317905,-27.8263,-54.662,7028
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SÃO JOSÉ DO INHACORÁ,4318499,-27.7251,-54.1275,2200
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SÃO MARTINHO,4319109,-27.7112,-53.9699,12100
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SÃO VALÉRIO DO SUL,4319737,-27.7906,-53.9368,5832
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SEDE NOVA,4320230,-27.6367,-53.9493,6500
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,SENADOR SALGADO FILHO,4320321,-28.025,-54.5507,8740
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TENENTE PORTELA,4321402,-27.3711,-53.7585,15000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TIRADENTES DO SUL,4321477,-27.4022,-54.0814,6000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TRÊS DE MAIO,4321808,-27.78,-54.2357,21030
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TRÊS PASSOS,4321907,-27.4555,-53.9296,9000
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TUCUNDUVA,4322103,-27.6573,-54.4439,10540
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,TUPARENDI,4322301,-27.7598,-54.4814,13544
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,UBIRETAMA,4322343,-28.0404,-54.686,5100
RS SOJA,RSSO,SANTA ROSA-SOJA,santa_rosa_soja,RS,VISTA GAÚCHA,4323705,-27.2902,-53.6974,3800
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,BOSSOROCA,4302501,-28.7291,-54.9035,55000
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,CAIBATÉ,4303301,-28.2905,-54.6454,15350
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,CAPÃO DO CIPÓ,4304655,-28.9312,-54.5558,63900
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,CERRO LARGO,4305207,-28.1463,-54.7428,4700
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,DEZESSEIS DE NOVEMBRO,4306353,-28.219,-55.0617,1690
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,GARRUCHOS,4308656,-28.1944,-55.6383,20350
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,GUARANI DAS MISSÕES,4309506,-28.1491,-54.5629,15010
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,MATO QUEIMADO,4312179,-28.252,-54.6159,6370
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,PIRAPÓ,4314555,-28.0439,-55.2001,7374
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,ROLADOR,4315958,-28.2566,-54.8186,13960
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,ROQUE GONZALES,4316303,-28.1297,-55.0266,8317
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SALVADOR DAS MISSÕES,4316477,-28.1233,-54.8373,3533
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SANTO ÂNGELO,4317509,-28.3001,-54.2668,36300
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SANTO ANTÔNIO DAS MISSÕES,4317707,-28.514,-55.2251,63500
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SÃO LUIZ GONZAGA,4318903,-28.412,-54.9559,85500
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SÃO NICOLAU,4319208,-28.1834,-55.2654,20135
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SÃO PAULO DAS MISSÕES,4319307,-28.0195,-54.9404,3800
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SÃO PEDRO DO BUTIÁ,4319372,-28.1243,-54.8926,4520
RS SOJA,RSSO,SANTO ANGELO-SOJA,santo_angelo_soja,RS,SETE DE SETEMBRO,4320578,-28.1362,-54.4637,7500
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,ALEGRETE,4300406,-29.7902,-55.7949,120000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,ITAQUI,4310603,-29.1311,-56.5515,50000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,LAVRAS DO SUL,4311502,-30.8071,-53.8931,50000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,MAÇAMBARÁ,4311718,-29.1445,-56.0674,61500
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,MANOEL VIANA,4311759,-29.5859,-55.4841,55000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,ROSÁRIO DO SUL,4316402,-30.2515,-54.9221,60000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,SANTA MARGARIDA DO SUL,4316972,-30.3393,-54.0817,45000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,SANT'ANA DO LIVRAMENTO,4317103,-30.8773,-55.5392,80000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,SÃO BORJA,4318002,-28.6578,-56.0036,105000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,SÃO GABRIEL,4318309,-30.3337,-54.3217,137000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,UNISTALDA,4322376,-29.04,-55.1517,12000
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,URUGUAIANA,4322400,-29.7614,-57.0853,4100
RS SOJA,RSSO,SAO GABRIEL-SOJA,sao_gabriel_soja,RS,VILA NOVA DO SUL,4323457,-30.3461,-53.876,14000
